Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
حير,5, الْحَيْرَةُ التَّحَيُّرُ تَحَارُ يَتَحَيَّرُ وَالْحِيرَةُ,3,vowel, *حير*	 الْحَيْرَةُ التَّحَيُّرُ وَفِعْلُهَا مِنْ بَابِ لَبِسَ وَقَوْلُهُ بِحَيْثُ لَا تَحَارُ فِيهِ الْعَيْنُ أَيْ ذَهَبَ ضَوْءُهَا فَلَا يَتَحَيَّرُ فِيهِ الْبَصَرُ وَالْحِيرَةُ بِالْكَسْرِ مَدِينَةٌ كَانَ يَسْكُنُهَا النُّعْمَانُ بْنُ الْمُنْذِرِ وَهِيَ عَلَى رَأْسِ مِيلٍ مِنْ الْكُوفَةِ
حيس,1, الْحَيْسُ,3,vowel, *حيس*	 الْحَيْسُ تَمْرٌ يُخْلَطُ بِسَمْنٍ وَأَقِطٍ ثُمَّ يُدْلَكُ حَتَّى يَخْتَلِطَ
حيض,21, حَاضَتْ حَيْضًا وَمَحِيضًا وَحُيَّضٌ وَاسْتُحِيضَتْ وَتَحَيَّضَتْ الْحُيَّضُ تَحِيضِي وَالْحَيْضَةُ الْحَيْضِ حَيْضَتَانِ وَالْحِيضَةُ حَيْضَتُكِ حِيضَةٌ حِيضَةً وَالْمَحِيضُ وَالْحِيَضُ الْمَحِيضِ حَيْضُ الْمَحِيضِ الْحَيْضِ,3,vowel, *حيض*	 حَاضَتْ الْمَرْأَةُ [حَيْضًا] [وَمَحِيضًا] خَرَجَ الدَّمُ مِنْ رَحِمِهَا وَهِيَ حَائِضٌ وَحَائِضَةٌ وَهُنَّ حَوَائِضُ وَحُيَّضٌ وَقَوْلُهُ صَلَّى اللَّهُ عَلَيْهِ وَآلِهِ وَسَلَّمَ لَا يَقْبَلُ اللَّهُ صَلَاةَ حَائِضٍ إلَّا بِخِمَارٍ أَرَادَ الْبَالِغَةَ مَبْلَغَ النِّسَاءِ كَمَا قُلْنَا فِي الْحَالِمِ وَاسْتُحِيضَتْ بِضَمِّ التَّاءِ اسْتَمَرَّ بِهَا الدَّمُ وَتَحَيَّضَتْ قَعَدَتْ وَفَعَلَتْ مَا تَفْعَلُ الْحُيَّضُ وَمِنْهُ [تَحِيضِي] فِي عِلْمِ اللَّهِ وَالْحَيْضَةُ الْمَرَّةُ وَهِيَ الدُّفْعَةُ الْوَاحِدَةُ مِنْ دَفْعَاتِ دَمِ الْحَيْضِ وَعِنْدَ الْفُقَهَاءِ اسْمٌ لِلْأَيَّامِ الْمُعْتَادَةِ مِنْهَا طَلَاقُ الْأَمَةِ تَطْلِيقَتَانِ وَعِدَّتُهَا حَيْضَتَانِ وَالْحِيضَةُ بِالْكَسْرِ الْحَالَةُ مِنْ تَجَنُّبِ الصَّلَاة وَالصَّوْمِ وَنَحْوِهِ وَمِنْهُ لَيْسَتْ حَيْضَتُكِ فِي يَدِكِ وَيُقَالُ لِلْخِرْقَةِ حِيضَةٌ أَيْضًا وَمِنْهَا قَوْلُ عَائِشَةَ رَضِيَ اللَّهُ عَنْهَا لَيْتَنِي كُنْت حِيضَةً مُلْقَاةً وَقَوْلُهُ فِي بِئْرِ بُضَاعَةَ يُلْقَى فِيهَا الْجِيَفُ وَالْمَحِيضُ وَيُرْوَى وَالْمَحَائِضُ أَيْ الْخِرَقُ أَوْ الدِّمَاءُ وَرُوِيَ وَالْحِيَضُ وَطَرِيقُهُ طَرِيقُ الْمَحِيضِ وَمِنْهُ حَيْضُ السَّمُرِ وَهُوَ شَيْءٌ يَسِيلُ مِنْهُ كَدَمِ الْغَزَالِ وَقِيلَ فِي قَوْله تَعَالَى وَيَسْأَلُونَكَ عَنْ الْمَحِيضِ هُوَ مَوْضِعُ الْحَيْضِ وَهُوَ الْفَرْجُ وَقِيلَ هُوَ مَصْدَرٌ وَهُوَ الصَّحِيحُ
حيف,1, الْحَيْفُ,3,vowel, *حيف*	 الْحَيْفُ الظُّلْمُ
حيل,2, حِيَالُهُ حِيَالِهِ,3,vowel, *حيل*	 حِيَالُهُ أَيْ قُبَالَتُهُ وَأَعْطَى كُلَّ وَاحِدٍ عَلَى حِيَالِهِ أَيْ انْفِرَادِهِ
حين,5, الْحِينُ حِينًا وَحِينًا حِينٍ حِينٍ,3,vowel, *حين*	 الْحِينُ كَالْوَقْتِ فِي أَنَّهُ مُبْهَمٌ يَقَعُ عَلَى الْقَلِيلِ وَالْكَثِيرِ وَمِنْهُ قَوْلُ النَّابِغَةِ يَصِفُ حَيَّةً تَنَاذَرَهَا الرَّاقُونَ مِنْ سُوءِ سُمِّهَا تُطَلِّقُهُ [حِينًا] وَ[حِينًا] تُرَاجِعُ يَعْنِي أَنَّ السُّمَّ يَخِفُّ أَلَمُهُ وَقْتًا وَيَعُودُ وَقْتًا وقَوْله تَعَالَى وَلَتَعْلَمُنَّ نَبَأَهُ بَعْدَ حِينٍ أَيْ بَعْدَ قِيَامِ السَّاعَةِ وقَوْله تَعَالَى تُؤْتِي أُكُلَهَا كُلَّ حِينٍ مُخْتَلَفٌ فِيهِ
حيي,41, حَيِيَ حَيَاةً حَيٌّ حَيٍّ حُيَيُّ حَيْوَةُ وَاسْتَحْيَاهُ حَيًّا وَاسْتَحْيَوْا وَحَيَاةُ حَيَّةٌ حَيَاةَ الْحَيَاةِ وَحَيِيَ اسْتَحَيَا حَيِيٌّ حَيٌّ الْحَيَاةَ وَحَيَّاهُ تَحِيَّةً يُحَيَّا وَنَحْوِهِ تَحِيَّةً تَحِيَّتُهُمْ وَتَحَايَا حَيَّيْتُ حَيَّاك حَيَاتَك التَّحِيَّةَ حُيِّيتُمْ بِتَحِيَّةٍ يُحَيُّونَ حَتَّى التَّحِيَّة التَّحِيَّةَ التَّحِيَّاتُ التَّحَايَا تَحِيَّةٌ التَّحِيَّاتُ وَحَيَّ حَيَّ,3,vowel, *حيي*	 حَيِيَ حَيَاةً فَهُوَ حَيٌّ وَبِهِ سُمِّيَ جَدُّ جَدِّ الْحَسَنِ بْنِ صَالِحِ بْنِ صَالِحِ بْنِ مُسْلِمِ بْنِ حَيٍّ وَبِتَصْغِيرِهِ سُمِّيَ حُيَيُّ بْنُ عَبْدِ اللَّهِ الْمَعَافِرِيُّ وَبِتَأْنِيثِهِ عَلَى قَلْبِ الْيَاءِ وَاوًا حَيْوَةُ بْنُ شُرَيْحٍ وَاسْتَحْيَاهُ تَرَكَهُ [حَيًّا] وَمِنْهُ وَاسْتَحْيَوْا شَرْخَهُمْ وَحَيَاةُ الشَّمْسِ بَقَاءُ ضَوْئِهَا وَبَيَاضِهَا وَقِيلَ بَقَاءُ حَرِّهَا وَقُوَّتِهَا وَالْأَوَّلُ أَظْهَرُ يَدُلُّ عَلَيْهِ الْعُرْفُ وَقَوْلُ ذِي الرُّمَّةِ يَصِفُ حِمَارَ وَحْشٍ فَلَمَّا اسْتَبَانَ اللَّيْلُ وَالشَّمْسُ [حَيَّ]ةٌ حَيَاةَ الَّتِي تَقْضِي حُشَاشَةَ نَازِعِ أَلَا تَرَى كَيْفَ شَبَّهَ حَالَةَ الشَّمْسِ بَعْدَمَا دَنَتْ لِلْمَغِيبِ بِحَالِ نَفْسٍ شَارَفَتْ أَنْ تَمُوتَ فَهِيَ كَأَنَّهَا تَقْضِي دَيْنَ الْحَيَاةِ وَتُؤَدِّي مَا عِنْدَهَا مِنْ وَدِيعَةِ الرَّمَقِ بَعْدَ أَنْ ذَكَرَ مُشَافَهَةَ طَلَائِعِ اللَّيْلِ وَمُشَاهَدَةَ أَوَائِلِهِ فَأَيْنَ هَذِهِ الْحَالَةُ مِنْ بَقَاءِ قُوَّتِهَا وَحَرَارَتِهَا وَحَيِيَ مِنْهُ حَيَاءً بِمَعْنَى [اسْتَحَيَا] فَهُوَ حَيِيٌّ وَقَوْلُ ابْنِ عَبَّاسٍ  رَضِيَ اللَّهُ عَنْهُ  مَا حَيٌّ أَيْ يُعَامَلُ مُعَامَلَةَ مَنْ لَهُ حَيَاءٌ لِأَنَّ حَقِيقَةَ الْحَيَاءِ انْكِسَارٌ وَآفَةٌ تُصِيبُ الْحَيَاةَ وَذَلِكَ لَا يَصِحُّ فِيهِ تَعَالَى [وَحَيَّ]اهُ بِمَعْنَى أَحْيَاهُ تَحِيَّةً كبقاه بِمَعْنَى أَبْقَاهُ تَبْقِيَةً هَذَا أَصْلُهَا ثُمَّ سُمِّيَ مَا [يُ[حَيَّ]ا] بِهِ مِنْ سَلَامٍ وَنَحْوِهِ تَحِيَّةً قَالَ اللَّهُ تَعَالَى تَحِيَّتُهُمْ يَوْمَ يَلْقَوْنَهُ سَلَامٌ فَإِذَا جُمِعَتْ فَقِيلَ [وَتَحَايَا] وَتَحَايَلُوا وَحَقِيقَتُهُ [حَيَّ]يْتُ فُلَانًا قَلْتُ لَهُ [[حَيَّ]اك] اللَّهُ أَيْ عَمَّرَك اللَّهُ وَ أَحْيَاك وَأَطَالَ [حَيَاتَك] كَقَوْلِهِمْ صَلَّى عَلَى النَّبِيُّ إذَا دَعَا لَهُ وَمَعْنَاهُ قَالَ لَهُ صَلَّى اللَّهُ عَلَيْك وَمَنْ فَسَّرَ [التَّحِيَّة]َ فِي قَوْله تَعَالَى وَإِذَا حُيِّيتُمْ بِتَحِيَّةٍ بِالْعَطِيَّةِ فَقَدْ سَهَا وَكَذَلِكَ مَنْ ادَّعَى أَنَّ حَقِيقَتَهَا الْمُلْكُ وَإِنَّمَا هِيَ مَجَازٌ وَذَاكَ أَنَّ أَهْلَ الْجَاهِلِيَّةِ كَانُوا يُحَيُّونَ الْمُلُوكَ بِقَوْلِهِمْ أَبَيْتَ اللَّعْنَ وَلَا يُخَاطِبُونَ بِهِ غَيْرَهُمْ [حَتَّى] إنَّ أَحَدَهُمْ إذَا تَوَلَّى الْإِمَارَةَ وَالْمُلْكَ قِيلَ لَهُ فُلَانٌ نَالَ [التَّحِيَّة] وَمِنْهُ بَيْتُ الْإِصْلَاحِ وَلِكُلِّ مَا نَالَ الْفَتَى قَدْ نِلْتُهُ إلَّا [التَّحِيَّة]َ أَيْ إلَّا الْمِلْكَ وَأَمَّا التَّحِيَّاتُ لِلَّهِ فَمَعْنَاهَا أَنَّ كَلِمَاتِ [التَّحَايَا] وَالْأَدْعِيَةِ لِلَّهِ تَعَالَى وَفِي مَلَكَتِهِ لَا أَنَّ هَذِهِ تَحِيَّةٌ لَهُ وَتَسْلِيمٌ عَلَيْهِ فَإِنَّ ذَلِكَ مَنْهِيٌّ عَنْهُ عَلَى مَا قَرَأْتُ أَنَّ ابْنَ مَسْعُودٍ  رَضِيَ اللَّهُ عَنْهُ  قَالَ كُنَّا إذَا صَلَّيْنَا خَلْفَ رَسُولِ اللَّهِ صَلَّى اللَّهُ عَلَيْهِ وَآلِهِ وَسَلَّمَ قُلْنَا السَّلَامُ عَلَى اللَّهِ مِنْ عِبَادِهِ السَّلَامُ عَلَى فُلَانٍ السَّلَامُ عَلَى فُلَانٍ فَقَالَ عَلَيْهِ السَّلَامُ لَا تَقُولُوا السَّلَامُ عَلَى اللَّهِ وَلَكِنْ قُولُوا التَّحِيَّاتُ لِلَّهِ وَالصَّلَوَاتُ وَالطَّيِّبَاتُ إلَى آخِرِ الْحَدِيثِ وَحَيَّ مِنْ أَسْمَاءِ الْأَفْعَالِ وَمِنْهُ حَيَّ عَلَى الْفَلَاحِ أَيْ هَلُمَّ وَعَجِّلْ إلَى الْفَوْزِ وَاَللَّهُ أَعْلَمُ بَابُ الْخَاءِ الْمُعْجَمَةِ الْخَاءُ مَعَ الْبَاءِ الْمُوَحَّدَةِ
خبأه,1, خَبَّأَهُ,4,vowel, *خبأه*	 خَبَّأَهُ فَاخْتَبَأَ أَيْ سَتَرَهُ فَاسْتَتَرَ وَمِنْهُ الْخِبَاءُ الْخَيْمَةُ مِنْ الصُّوفِ وَالْمُخْتَبِئُ الَّذِي يَسْتَتِرُ حَتَّى يَشْهَدَ حَيْثُ لَا يَعْلَمُ الْمَشْهُودُ عَلَيْهِ
خبب,2, الْخَبَبُ خُبَيْبُ,3,no vowel, *خبب*	 الْخَبَبُ ضَرْبٌ مِنْ الْعَدْوِ دُونَ الْعَنَقِ لِأَنَّهُ خَطْوٌ فَسِيحٌ دُونَ الْعَنَقِ وَبِتَصْغِيرِهِ سُمِّيَ خُبَيْبُ بْنُ عَدِيٍّ صَحَابِيٌّ وَهُوَ الَّذِي أُسِرَ وَصُلِبَ
خبث,9, خَبَثَ خُبْثًا وَخَبَاثَةً خَبِيثٌ خَبَثَ الْخَبِيثَاتُ لِلْخَبِيثِينَ الْخُبُثِ خَبَثًا,3,no vowel, *خبث*	 الْأَخْبَثَانِ فِي الْحَدِيثِ الْغَائِطُ وَالْبَوْلُ يُقَالُ خَبَثَ الشَّيْءُ [خُبْثًا] وَخَبَاثَةً خِلَافُ طَابَ فِي الْمَعْنَيَيْنِ يُقَالُ شَيْءٌ خَبِيثٌ أَيْ نَجِسٌ أَوْ كَرِيهُ الطَّعْمِ وَالرَّائِحَةِ هَذَا هُوَ الْأَصْلُ ثُمَّ اُسْتُعْمِلَ فِي كُلِّ حَرَامٍ وَمِنْهُ خَبَثَ بِالْمَرْأَةِ إذَا زَنَى بِهَا وَفِي التَّنْزِيلِ الْخَبِيثَاتُ لِلْخَبِيثِينَ مِنْ الْخُبُثِ وَالْخَبَائِثِ فِي ح ش وَلَا خِبَةَ فِي عد لَمْ يَحْمِلْ [خَبَثًا] فِي ق ل
خبر,6, الْمُخَابَرَةِ الْخَبَرِ الْخَبَارَ الْخُبْرَةِ خَيْبَرَ بِالْخَبْرِ,3,no vowel, *خبر*	 نَهَى عَنْ الْمُخَابَرَةِ وَهِيَ مُزَارَعَةُ الْأَرْضِ عَلَى الثُّلُثِ وَالرُّبُعِ عَنْ أَبِي عُبَيْدَةَ وَأَصْلُهَا مِنْ الْخَبَرِ وَهُوَ الْأَكَّارُ لِمُعَالَجَتِهِ الْخَبَارَ وَهُوَ الْأَرْضُ الرَّخْوَةُ وَقِيلَ مِنْ الْخُبْرَةِ النَّصِيبُ وَعَنْ شِمْرٍ مِنْ خَيْبَرَ لِأَنَّهَا أَوَّلُ مَا دُفِعَتْ إلَيْهِمْ كَذَلِكَ وَعَنْ ابْنِ عُمَرَ  رَضِيَ اللَّهُ عَنْهُ  مَا كُنَّا لَا نَرَى بِالْخَبْرِ بَأْسًا حَتَّى زَعَمَ رَافِعُ بْنُ خَدِيجٍ أَنَّهُ عَلَيْهِ السَّلَامُ نَهَى عَنْهُ
خبط,2, تَخَبَّطَهُ يَخْبِطَهُ,3,no vowel, *خبط*	 تَخَبَّطَهُ الشَّيْطَانُ أَفْسَدَهُ وَحَقِيقَتُهُ أَنْ يَخْبِطَهُ أَيْ يَضْرِبَهُ وَهُوَ مِنْ زَعَمَاتِ أَهْلِ الْجَاهِلِيَّةِ الْخَاءُ مَعَ التَّاءِ
ختل,1, خَتَلَهُ,3,no vowel, *ختل*	 خَتَلَهُ خَدَعَهُ وَمِنْهُ أَخْتِلُ مِنْ ذِئْبٍ
ختم,16, خَتَمَ الْخَاتِمَ خَتْمُ خَاتَمِهِ خَاتَمِي الْخَوَاتِيمِ خَتْمُ خَتْمِ فَخَتَمَ خَاتَمُ وَالْمَخْتُومُ مَخْتُومًا وَخَتَمَ خَتَمًا يَخْتِمُ خَتْمًا,3,no vowel, *ختم*	 خَتَمَ الشَّيْءَ وَضَعَ عَلَيْهِ الْخَاتِمَ وَمِنْهُ خَتْمُ الشَّهَادَةِ وَذَلِكَ عَلَى مَا ذَكَرَ الْحَلْوَائِيُّ رَحِمَهُ اللَّهُ  أَنَّ الشَّاهِدَ كَانَ إذَا كَتَبَ اسْمَهُ فِي الصَّكِّ جَعَلَ اسْمَهُ تَحْتَ رَصَاصٍ مَكْتُوبًا وَوَضَعَ عَلَيْهِ نَقْشَ خَاتَمِهِ حَتَّى لَا يَجْرِيَ فِيهِ التَّزْوِيرُ وَالتَّبْدِيلُ وَعَنْ الشَّعْبِيِّ أَنَّ رَجُلًا قَالَ أَرَى نَقْشَ [خَاتَمِي] فِي الصَّكِّ وَلَا أَذْكُرُ الشَّهَادَةَ قَالَ لَا تَشْهَدْ إلَّا بِمَا تَعْرِفُ فَإِنَّ النَّاسَ يَنْقُشُونَ فِي الْخَوَاتِيمِ وَأَمَّا خَتْمُ الْأَعْنَاقِ فَقَدْ ذُكِرَ فِي الرِّسَالَةِ الْيُوسُفِيَّةِ أَنَّ عُمَرَ  رَضِيَ اللَّهُ عَنْهُ  بَعَثَ ابْنَ حُنَيْفٍ عَلَى خَتْمِ عُلُوجِ السَّوَادِ فَخَتَمَ خَمْسَمِائَةِ أَلْفِ عِلْجٍ بِالرَّصَاصِ عَلَى الطَّبَقَاتِ أَيْ أَعْلَمَهَا اثْنَيْ عَشَرَ دِرْهَمًا وَأَرْبَعَةً وَعِشْرِينَ وَثَمَانِيَةً وَأَرْبَعِينَ وَصُورَتُهُ أَنْ يُشَدَّ فِي عُنُقِهِ سَيْرٌ وَيُوضَعَ عَلَى الْعُقْدَةِ خَاتَمُ الرَّصَاصِ وَالْمَخْتُومُ الصَّاعُ بِعَيْنِهِ عَنْ أَبِي عُبَيْدٍ وَيَشْهَدُ لَهُ حَدِيثُ الْخُدْرِيِّ الْوَسْقُ سِتُّونَ [مَخْتُومًا] وَخَتَمَ الْقُرْآنَ أَتَمَّهُ وَقَوْلُهُ كَانَ سُلَيْمَانُ الْأَعْمَشُ يَقْرَأُ [خَتَمًا] أَيْ يَخْتِمُ [خَتْمًا] مَرَّةً بِحَرْفِ ابْنِ مَسْعُودٍ وَمَرَّةً مِنْ مُصْحَفِ عُثْمَانَ  رَضِيَ اللَّهُ عَنْهُ  
ختن,24, خَتَنْت خَتْنًا وَاخْتَتَنَ خُتِنَ خَتَنَ وَالْخِتَانُ وَالْخِتَانُ مُخَاتَنَةً الْخِتَانَيْنِ الْخَتَنُ خَتَنُ الْخَتَنُ خَتَنَا خَتَنَا خَتَنَتِهِ بِخَتَنَتِهِ الْخُتُونُ وَالْخُتُونَةُ الْمُخَاتَنَةُ الْخُتُونَة وَخَتَنُ الْخَتَنِ الْخَتَنِ الْخَتَنُ,3,no vowel, *ختن*	 خَتَنْت الصَّبِيَّ [خَتْنًا] وَاخْتَتَنَ هُوَ خُتِنَ أَوْ خَتَنَ نَفْسَهُ وَالْخِتَانُ الِاسْمُ وَالْخِتَانُ أَيْضًا مَوْضِعُ الْقَطْعِ مِنْ الذَّكَرِ وَالْأُنْثَى وَالْتِقَاؤُهُمَا كِنَايَةٌ عَنْ الْإِيلَاجِ لَطِيفَةٌ وَعَنْ ابْنِ شُمَيْلٍ سُمِّيَتْ الْمُصَاهَرَةُ مُخَاتَنَةً لِالْتِقَاءِ الْخِتَانَيْنِ مِنْهُمَا وَمِنْهُ الْخَتَنُ هُوَ كُلُّ مَنْ كَانَ مِنْ قِبَلِ الْمَرْأَةِ مِثْلُ الْأَبِ وَالْأَخِ هَكَذَا عِنْدَ الْعَرَبِ وَعِنْدَ الْعَامَّةِ خَتَنُ الرَّجُلِ زَوْجُ بِنْتِهِ وَعَنْ اللَّيْثِ الْخَتَنُ الصِّهْرُ وَهُوَ الرَّجُلُ الْمُتَزَوِّجُ فِي الْقَوْمِ قَالَ الْمُصَنِّفُ وَالْأَبَوَانِ [خَتَنَ]ا ذَلِكَ الزَّوْجَ وَعَلَى ذَا أَبُو بَكْرٍ وَعُمَرُ [خَتَنَ]ا رَسُولِ اللَّهِ  صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ  هَكَذَا عَنْ الْأَعْرَابِيِّ وَعَنْ أَيُّوبَ سَأَلْت سَعِيدَ بْنَ جُبَيْرٍ أَيَنْظُرُ الرَّجُلُ إلَى شَعَرِ [خَتَنَ]تِهِ فَقَرَأَ وَلَا يُبْدِينَ زِينَتَهُنَّ إلَّا لِبُعُولَتِهِنَّ الْآيَةَ فَقُلْت لَا أَرَاهَا فِيهِنَّ أَرَادَ بِ[خَتَنَ]تِهِ أُمَّ امْرَأَتِهِ وَقَالَ الْأَزْهَرِيُّ الْخُتُونُ وَ[الْخُتُونَة]ُ الْمُخَاتَنَةُ وَهِيَ تَجْمَعُ الْمُصَاهَرَةَ بَيْنَ الرَّجُلِ وَالْمَرْأَةِ وَأَهْلُ بَيْتِهَا أَخِتَانٌ وَأَهْلُ بَيْتِ الزَّوْجِ أَخْتَانُ الْمَرْأَةِ وَالصِّهْرُ حُرْمَةُ [الْخُتُونَة] وَخَتَنُ الرَّجُلِ فِيهِمْ صِهْرُهُ وَالْمُتَزَوِّجُ فِيهِمْ أَصْهَارُ الْخَتَنِ وَعَنْ اللَّيْثِ لَا يُقَالُ لِأَهْلِ بَيْتِ الْخَتَنِ إلَّا أَخْتَانٌ وَأَهْلُ بَيْتِ الْمَرْأَةِ أَصْهَارٌ وَمِنْ الْعَرَبِ مَنْ يَجْعَلُهُمْ كُلَّهُمْ أَصْهَارًا وَصِهْرًا وَالْفِعْلُ الْمُصَاهَرَةُ وَأَصْهَر بِهِمْ الْخَتَنُ صَارَ فِيهِمْ صِهْرًا وَعَنْ الْأَصْمَعِيِّ الْأَحْمَاءُ مِنْ قِبَلِ الزَّوْجِ وَأَخْتَانِ مِنْ قِبَلِ الْمَرْأَةِ وَالْأَصْهَارُ تَجْمَعُهُمَا قَالَ وَلَا يُقَالُ غَيْرُ ذَلِكَ وَعَنْ ابْنِ الْأَعْرَابِيِّ نَحْوُهُ وَقَالَ الْفَرَّاءُ فِي قَوْله تَعَالَى وَهُوَ الَّذِي خَلَقَ مِنْ الْمَاءِ بَشَرًا فَجَعَلَهُ نَسَبًا وَصِهْرًا النَّسَبُ مَا لَا يَحِلُّ نِكَاحُهُ وَالصِّهْرُ الَّذِي يَحِلُّ نِكَاحُهُ كَبَنَاتِ الْعَمِّ وَالْخَالِ وَأَشْبَاهِهِنَّ مِنْ الْقَرَابَةِ الَّتِي يَحِلُّ تَزَوُّجُهَا وَقَالَ الزَّجَّاجُ الْأَصْهَارُ مِنْ النَّسَبِ لَا يَجُوزُ لَهُمْ التَّزْوِيجُ وَالنَّسَبُ الَّذِي لَيْسَ بِصِهْرٍ مِنْ قَوْله تَعَالَى حُرِّمَتْ عَلَيْكُمْ أُمَّهَاتُكُمْ إلَى قَوْله تَعَالَى وَأَنْ تَجْمَعُوا بَيْنَ الْأُخْتَيْنِ وَعَنْ ابْنِ عَبَّاسٍ فِي تَفْسِيرِ النَّسَبِ وَالصِّهْرِ خِلَافُ مَا قَالَهُ الْفَرَّاءُ جُمْلَة وَخِلَافُ بَعْضِ مَا قَالَهُ الزَّجَّاجُ قَالَ حَرَّمَ اللَّهُ مِنْ النَّسَبِ سَبْعًا وَمِنْ الصِّهْرِ سَبْعًا حُرِّمَتْ عَلَيْكُمْ إلَى وَبَنَاتُ الْأُخْتِ وَمِنْ الصِّهْرِ وَأُمَّهَاتُكُمْ اللَّاتِي أَرْضَعْنَكُمْ إلَى قَوْله تَعَالَى وَأَنْ تَجْمَعُوا بَيْنَ الْأُخْتَيْنِ وَلَا تَنْكِحُوا مَا نَكَحَ آبَاؤُكُمْ قَالَ الْأَزْهَرِيُّ وَهَذَا هُوَ الصَّحِيحُ الَّذِي لَا ارْتِيَابَ فِيهِ هَذَا هُوَ الْمَذْكُورُ فِي كُتُبِ اللُّغَةِ وَفِي شَرْحِ الزِّيَادَاتِ أَوْصَى بِثُلُثِ مَالِهِ لِأَخْتَانِهِ هُمْ أَزْوَاجُ الْبَنَاتِ وَالْأَخَوَاتِ وَالْعَمَّاتِ وَالْخَالَاتِ وَكُلُّ امْرَأَةٍ ذَاتِ رَحِمٍ مَحْرَمٍ مِنْ الْمُوصِي وَمَنْ كَانَ مِنْ قِبَلِ هَؤُلَاءِ الْأَزْوَاجِ مِنْ ذَوِي الرَّحِمِ الْمَحْرَمِ مِنْ رِجَالٍ وَنِسَاءٍ وَالْأَصْهَارُ مَنْ كَانَ مِنْ قِبَلِ الزَّوْجَ وَقَالَ الْحَلْوَائِيُّ الْأَصْهَارُ فِي عُرْفِهِمْ كُلُّ ذِي رَحِمٍ مَحْرَمٍ مِنْ نِسَائِهِ اللَّاتِي يَمُوتُ هُوَ وَهُنَّ نِسَاؤُهُ أَوْ فِي عِدَّةٍ مِنْهُ وَفِي عُرْفِنَا أَبُ الْمَرْأَةِ وَأُمُّهَا وَلَا يُسَمَّى غَيْرُهُمَا صِهْرًا الْخَاءُ مَعَ الثَّاءِ الْمُثَلَّثَةِ
خثر,5, خَاثِرٌ خَثْرَ خُثُورَةً خَثَرَتْ خَاثِرَ,3,no vowel, *خثر*	 لَبَنٌ خَاثِرٌ غَلِيظٌ وَقَدْ خَثْرَ خُثُورَةً وَمِنْهُ خَثَرَتْ نَفْسُهُ إذَا غَثَتْ وَاسْتَيْقَظَ فُلَانٌ خَاثِرَ النَّفْسِ إذَا لَمْ تَكُنْ طَيِّبَةً
خثعم,1, الْخَثْعَمِيَّةُ,4,no vowel, *خثعم*	 الْخَثْعَمِيَّةُ فِي الزَّكَاةِ ؛ وَهِيَ أَسْمَاءُ بِنْتُ عُمَيْسٍ مِنْ الْمُهَاجِرَاتِ الْخَاءُ مَعَ الْجِيمِ
خجل,3, الخجالة الْخَجْلَةُ وَالْخَجَلُ,3,no vowel, *خجل*	 الخجالة مِنْ أَخْطَاءِ الْعَامَّةِ وَالصَّوَابُ الْخَجْلَةُ وَالْخَجَلُ الْخَاءُ مَعَ الدَّالِ الْمُهْمَلَةِ
خدج,3, خِدَاجٌ خِدَاجٍ مُخْدَجُ,3,no vowel, *خدج*	 فِي الْحَدِيثِ كُلُّ صَلَاةٍ لَمْ يُقْرَأْ فِيهَا بِأُمِّ الْكِتَابِ فَهِيَ خِدَاجٌ أَيْ نَاقِصَةٌ وَحَقِيقَتُهُ ذَاتُ خِدَاجٍ وَهُوَ فِي الْأَصْلِ النُّقْصَانُ اسْمٌ مِنْ أَخْدَجَتْ النَّاقَةُ إخْدَاجًا إذَا أَلْقَتْ وَلَدَهَا نَاقِصَ الْخَلْقِ وَمِنْهُ حَدِيثُ عَلِيٍّ  رَضِيَ اللَّهُ عَنْهُ  فِي ذِي الثُّدَيَّةِ مُخْدَجُ الْيَدِ أَيْ نَاقِصُهَا
خثي,1, خِثْيٍ,3,vowel, *خثي*	 الْأَخْثَاءُ جَمْعُ خِثْيٍ وَهُوَ لِلْبَقَرِ كَالرَّوْثِ لِلْحَافِرِ
خدلج,1, خَدَلَّجَ,4,no vowel, *خدلج*	 خَدَلَّجَ فِي ص ه
خدر,2, خُدْرَةُ الْخُدْرِيُّ,3,no vowel, *خدر*	 خُدْرَةُ بِالسُّكُونِ حَيٌّ مِنْ الْعَرَبِ إلَيْهِمْ يُنْسَبُ أَبُو سَعِيدٍ الْخُدْرِيُّ  رَضِيَ اللَّهُ عَنْهُ  رض
خدش,3, الْخَدْشُ خَدَشَ خُدُوشًا,3,no vowel, *خدش*	 الْخَدْشُ مَصْدَرُ خَدَشَ وَجْهَهُ إذَا ظَفَرَهُ فَأَدْمَاهُ أَوْ لَمْ يُدْمِهِ ثُمَّ سُمِّيَ بِهِ الْأَثَرُ وَلِهَذَا جُمِعَ فِي الْحَدِيثِ جَاءَتْ مَسْأَلَتُهُ خُدُوشًا
