Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
رحح,2, رحح رحرح رحرح,3,no vowel, فرس أرحّ وفي حافره [رحح] وهو انبساط ويوصف به الوعل والرجل العريض القدم وقدم رحاء انتشر أخمصها وانبطح عرشها وهو حمارتها وقدح [[رحرح]] ورحراح واسع قال الأغلب يغدو بدلو ورشاء مصلح  إلى إزاء كالمجن الرحرح وترحرحت الفرس فحجت للبول ومن المجاز عيش [رحرح] ورحراح
رحض,10, رحيض ورحض المرحاض يرحض مرحاض بالمرحضة يرحض المرحضة ترحضها ورحض ترحضه المرحاض مراحيضهم,3,no vowel," ثوب [رحيض] غسيل [[ورحض]] ثوبه في [[المرحاض]] وهو ما [[يرحض]] فيه من طست أو إجّانة ويقال للخشبة التي يضرب بها الغسال [مرحاض] وتوضأ [بالمرحضة] وهي الميضأة لأنه [[يرحض]] بها أعضاءه وتقول جاء بالمحرضة مع [المرحضة] ومن المجاز والكناية هذه سوأة لا [ترحضها] عنك [ورحض] المحموم أخذته رحضاء الحمّى وهي عرقها كأنها [ترحضه] ألا ترى إلى قوله إذا ما فارقتني غسّلتني وتقول إذا سالت الرحضاء زالت العرواء وذهب إلى [المرحاض] وهي المخرج وفي الحديث "" وجدنا [مراحيضهم] قد استقبل بها القبلة """
رحق,3, الرحيق الرحيق رحيق والرحيق رحيق,3,no vowel, سقاه [[الرحيق]] وهو الخالص من الخمر وتقول يا شارب [[الرحيق]] أبشر بعذاب الحريق ومن المجاز مسك [[رحيق]] لا غش فيه قال يصف شعراً يسقى الدهان [والرحيق] والكتم  حتى استوت نبتته وما ظلم وما نقص وحسب [رحيق] لا شوب فيه
رحل,31, رحل وارتحل وترحّل ورحّلته الرحيل والرحلة رحلتي رحلتي رحلة يرتحل ورحل رحله راحلته رحالهم رواحلهم رحالته رحالته رحله رحالكم راحلة راحلة واسترحله راحلة واسترحله يرحل رحلت رحلاً وارتحلته ارتحالاً ارتحلني ورحله ورحل وارتحله وارتحل ورحل واسترحل يسترحل رواحله رواحلي رحله رحله رحلها,3,no vowel," [رحل] عن البلد ظعن عنه [[وارتحل]] [وترحّل] [ورحّلته] أنا وغدا يوم [الرحيل] [والرحلة] ومكة [[رحلتي]] وجهي الذي أريد أن أرتحل إليه وأنتم [[رحلتي]] وفلان عالم [رحلة] [يرتحل] إليه من الآفاق [[[ورحل]]] بعيره وشد [[[[رحله]]]] على [راحلته] وشدّوا [رحالهم] وأرحلهم على [رواحلهم] وألقى [[رحالته]] على ظهره وهي السرج قال خداش ولن أكون كمن ألقى [رحالته]  على الحمار وخلّى صهوة الفرس والماء في [[[رحله]]] في منزله ومأواه وصلّوا في [رحالكم] وأرحله أعطاه [[[راحلة]]] وأرحلت بعيري جعلته [[[راحلة]]] [[واسترحله]] طلب منه [[[راحلة]]] كقولك استحمله [[واسترحله]] سأله أن [يرحل] له ومن المجاز [رحلت] الرجل رحلاً [وارتحلته] ارتحالاً ركبته وعن النبي صَلَّى اللهُ عَلَيْهِ وَسَلَّمَ حين ركبه الحسين فأبطأ في سجوده "" إن ابني [ارتحلني] "" ولأرحلنك بسيفي [ورحله] بسيفه إذا علاه به [[ورحل]] الأمر [وارتحله] ركبه [وارتحل] فلان أمراً ما يطيقه [[ورحل]] فلان صاحبه بما يكره [واسترحل] الناس نفسه أذلها لهم فهم يركبونها بالأذى قال زهير ومن لا يزل [يسترحل] الناس نفسه  ولا يغنها يوماً من الدهر يسأم ومشت [رواحله] إذا شاب وضعف وأنشد ابن الأعرابي أصبحت قد صالحني عواذ ليبعد الشقاق ومشت [رواحلي] وحطّ فلان [[رحله]] وألقى [[رحله]] أقام وفي القذف يا ابن ملقى أرحل الركبان وقال زهير فشد ولم يفزع بيوتاً كثيرة  لدى حيث ألقت [رحلها] أم قشعم وفرس أرحل ونعجة رحلاء يراد ب في الرحم "" هو الذي يصوركم في الأرحام "" وهي منبت الولد ووعاؤه في البطن ورحمت المرأة رحامة ورحمت رحماً ورحمت رحماً إذا اشتكت رحمها بعد الولادة ومن المجاز رحمه الله وهو الرحمن الرحيم الواسع الرحمة وبينهما رحم ورُحم قال الهذلي ولم يك فظًّا قاطعاً لقرابة  ولكن وصولاً للقرابة ذا رحم "" وأقرب رحماً "" وهي علاقة القرابة وسببها وأنشدك بالله والرحم ووصلتك رحم ووصلوا الأرحام وقطعوها"
رحي,14, رحيان ورحيٌّ رحى رحيت الرحا مرح يرحى رحى رحت وترحت ورحى مرحى رحى رحاها مرحى رحىً رحى رحى رحى رحى ورحى الرحى,3,vowel," له [رحيان] وأرح وأرحاء وأرحية ورحيٌّ وله [[[[[[[رحى]]]]]]] ماء وأرحاء ماء وقد [رحيت] [الرحا] أدرتها ولنا [مرح] ماهر وأمرته أن [يرحى] لنا [[[[[[[رحى]]]]]]] جيدة وهو عامل الأرحاء ومن المجاز [رحت] الحية [وترحت] استدارت ودارت [[ورحى]] الحرب وفي الحديث "" أتيت علياً حين فرغ من [[مرحى]] الجمل "" وهو مدار [[[[[رحى]]]]] الحرب قال الأخطل ركود لم تكد عنا [رحاها]  ولا [مرحى] حميّاها تزول وطحنه بأرحائه وهي أضراسه وأرى في السماء [[[[رحى]]]]ً مرجحنّةً وهي السحابة المستديرة وهو [[[[رحى]]]] قومه لسيدهم الذي يعصبون به أمورهم ونزلوا في [[[[رحى]]]] واسعة وهي أرض ناشزة على ما حولها مستديرة أكبر من الفلكة وهؤلاء [[[[رحى]]]] من أرحاء العرب وهي قبائل لا تنتجع ولا تبرح مكانها ورأيت [[[[رحى]]]] من الناس وثفالاً قوماً كثيراً نازلين وما أحسن أرحاء أظفاره [ورحى] ظفره وهي ما حوله ويقال لها الإطار والحتار وطبخوا لنا [الرحى] وهي الإسفاناخ"
رخخ,1, الرّخاخ,3,no vowel, إن من حق الأشياخ أن لا يجولوا حول [الرّخاخ]
رخد,3, لرخود رخود رخده,3,no vowel, إنه [لرخود] العظام لينها قال الراعي كأدماء هضماء الشراسيف غالها  من الوحش [رخود] العظام نتيج ولدها وحضرنا منضحة عرفة بالطائف فأردنا أن نأخذ شيئاً من قضبها فقال عرفة خذوا من [رخده] أراد من ضعيفه وناعمه الذي هو قريب عهد بالنجوم
رخص,10, رخص رخص رخصة الرخاصة رخيص رخصة برخصه وترخص بالرخصة ورخص وترخص الرخيص رخصتي,3,no vowel," لحم [[رخص]] وبنان [[رخص]] لين ناعم وجارة [[رخصة]] بينة [الرخاصة] وسعر [رخيص] ولك في هذا [[رخصة]] "" والله يحب أن يؤخذ [برخصه] كما يحب أن يؤخذ بعزائمه "" [[وترخص]] في الأمر أخذ فيه [بالرخصة] [ورخص] له فيه [[وترخص]] في حقه أخذ كل ما طف له ولم يستقص ومن المجاز نزل به الموت [الرخيص] وهو الوجي الذريع وهذه [رخصتي] من الماء أي شربي وقلدي"
رخل,2, الرخال رخل الرخال,3,no vowel, هم من [[الرخال]] وليسوا من الرجال؛ جمع [رخل] وهي أخت الحمل وتقول إن سئلت عن [[الرخال]] فهي إناث السخال؛ لأن السخلة تقع على الذكر والأنثى من أولاد الضّأن
رخم,15, بالرخام رخمة الرخمة بالرخمة رخمه مرخوم مرخوم ورخمت ورخمها ترخيماً ترخيم ترخم رخيم ورخيم رخم رخامة الرخمة الرخمة,3,no vowel, شاة رخماء في رأسها بياض وفرش داره [بالرخام] وهو حجر أبيض وكأن رأسه [رخمة] وهي طائر أبيض ومن المجاز ألقى عليه رحمته إذا أشفق عليه ولهج به لأن [[[الرخمة]]] بها نهم شديد وتولع بالوقوع على الجيف فشبهت محبته الواقعة عليه وشفقته [بالرخمة] ومن ذلك قالوا [رخمه] إذا رق له وأشفق عليه وغزال [[مرخوم]] مرقوق له مشفق عليه قال ذو الرمة كأنها أم ساجي الطرف أخدرها  مستودع خمر الوعساء [مرخوم] [ورخمت] الدّجاجة بيضها حضنته وأرخمت الدجاجة من غير ذكر البيض [ورخمها] أهلها ترخيماً ومنه [ترخيم] الاسم لأنها لا [ترخم] إلا عند قطع البيض وكلام [رخيم] [ورخيم] الحواشي رقيق وقد [رخم] [رخامة] وفرس ناتيء [[الرخمة]] وهي كالرّبلة من الإنسان قال يصف فرساً مدمج الخلق أسيل خده  حسن الخطاف ناتي [الرخمة] قيل الخطاف المركل
رخو,12, رخو رخو واسترخى مراخ وتراخى وتراخى وراخيته وراخى راخيت رخيّ رخيّ رخو ورخو واسترخى واسترخت وراخى راخى يرخي,3,vowel, وشيء [[[رخو]]] وقد [[[رخو]]] رحاوة [[واسترخى]] وريح رخاء لينة الهبوب وفرس مرخاء من خيل [مراخ] من الإرخاء وهو الحضر الذي ليس بالملهب [[وتراخى]] عن الأمر تقاعس عنه [[وتراخى]] ما بينهما تباعد [وراخيته] عنّي باعدته [[وراخى]] العقدة أرخاها قال زهير وملعن ذاق الهوان مدفع  [راخيت] عقدة كبله فانحلت وإنه لقي عيش رخيّ وفي رخاء من العيش وهو رخيّ البال ومن المجاز فرس [رخو] [ورخو] العنان إذا كان سلس القياد [واسترخى] به الأمر [واسترخت] به حاله سهلت وحسنت بعد الضيق والشدة وأرخى له الطول خلاه وشأنه [وراخى] خناقه ورباقه بمعنى أرخاه إذا نفس عنه قال ابن مقبل [راخى] مزارك عنهم أن تلم بهم  معج القلاص بفتيان وأكوار وأرخى الستر على معايبه وتقول ليس بأخي المؤمن من لا [يرخي] الستر على معايبه ولا يرمي عنه بالحصى في مغايبه
ردأ,10, رديئاً ردؤ رداءة ردء وردأته وترادءوا ترادءوا يردأ ردأت الردأين يردأ,3,vowel, ما كان رديئاً ولقد [ردؤ] [رداءة] وأردأه غيره وهو [ردء] له ينصره ويشد عضده [وردأته] وأردأته على عدوه وضيعته أعنته [وترادءوا] تعاونوا وتقول [ترادءوا] ولا تدارءوا ومن المجاز الراعي [[يردأ]] الإبل إذا أحسن رعيتها فأقام حالها من [ردأت] الحائط وأردأته إذا دعمته وعدّلوا [الردأين] أي العدلين لأن كل واحد منهما [[يردأ]] الآخر وعن بعض العرب اعتكمنا أرداءً لنا ثقالا
ردح,7, رداح ردح ردح رداح وردحه مردح ومردوح رداح ردح ردحاً الرداح,3,no vowel," جفنة [[[رداح]]] وجفان [[[ردح]]] قال أميّة إلى [[ردح]] من الشيزي ملاء  لباب البر يلبك بالشهاد وتوصف به الكتيبة الململمة الكثيرة الفرسان والمرأة العظيمة الأوراك والمآكم والدوحة والكبش الضخم لأليتين ودفعنا إلى بيت [[رداح]] وأردح بيته [وردحه] وسعه بزيادة شقة في مؤخره وبيت [مردح] [ومردوح] ومن المجاز فتنة [رداح] وهذه أمور [ردح] وفي حديث علي رضي الله تعالى عنه "" إنّ من ورائكم أموراً متماحلة ردحاً وبلاء مكلحاً مبلحاً "" من بلح الجمل إذا أعيا وانقطع وأبلحه السير وفي حديث أبي موسى "" هذه حيصة من حيصات الفتن وبقيت [الرداح] المظلمة """
ردد,29, رد وردّه ورد ورد ورد مردود ورديده وارتدّ الردة وارتدّ ترتدني مردود ردّ مردود واسترده يردّه وردد المردد ورادّه وترادّا ورادّه وترادّا وتراد ارتد وتردد يتردد مردودة يردّها يرد يرد رادة الردّ مردد بالمردودة ترد مردود ردة ردة ردود رد ردة يرد,3,no vowel, [[رد]] السائل [[[[ورد]]]ّه] عن حاجته [[[ورد]]] عليه الهبة [[[ورد]]] عليه قوله [[[ورد]]] إليه جواباً وهذا [[[[مردود]]]] قولك [ورديده] كقولك مرجوعه وارتدّ عن سفره وعن دينه وهو من أهل [الردة] وارتدّ هبته ارتجعها سمعته منهم سماعاً واسعاً ومنه قوله فيا بطحاء مكة خبّريني  أما [ترتدني] تلك البقاع وليس لأمر الله [[[مردود]]] أي [رد]ّ قالت أم الحسين ترثي أخاها ضاقت بي الأرض وانقضّت مخارمها  حتى تخاشعت الأعلام والبيد وقائلين تعزّى عن تذكره  والصبر ليس لأمر الله [[مردود]] [واسترده] الشيء سأله أن [[[[يرد]]]ّه] عليه [وردد] القول كرّره ولا خير في القول [المردد] [[ورادّه]] القول راجعه إياه [[[وتراد]ّا]] القول [[ورادّه]] البيع قايله [[[وتراد]ّا]] [وتراد] الماء [ارتد] عن مجراه الحاجز [وتردد] في الجواب وتعثر لسانه وهو [يتردد] بالغدوات إلى مجالس العلم ويختلف إليها ومن المجاز امرأة [مردودة] مطلقة لأنه [[[[يرد]]]ّها] إلى بيت أبويها وما [[[يرد]]] عليك هذا أي ما ينفعك قال عمرو ما إ جزعت ولا هلم  ت ولا [[يرد]] بكاي رندا وهذا أر لا [رادة] فيه لا فائدة وضيعة كثيرة الردّ والمرد وهو الريع ورجل [مردد] حائر بائر شديد الحيرة وطمّ شعره [بالمردودة] وهي الموسى لأنها [ترد] في نصابها قال يزيد من الطثرية أقول لثور وهو يحلق لمتّى  بعقفاء [مردود] عليها نصابها وفي ذقنه [[[ردة]]] تقاعس وهي جميلة ولكن في وجهها [[[ردة]]] وهي بعض القبح ولا تعطني من [ردود] الدراهم وهي التي لا تروج وهذا درهم [رد] وسمعت [[[ردة]]] الصدى وهي ما [يرد] عليك من الصوت
ردس,2, ردسه بالمرداس,3,no vowel, [ردسه] [بالمرداس] كقولك رداه بالمرداة صكه بحجر ضخم دقه به
ردع,21, ردعاً وردعاً وردعته ردعاً فارتدع وردعته ترديعاً فتردع مردوع ومردع ومرتدع ومتردع وردعته فارتدع فارتدع وردع مردوع رداع رداعي الرداع ردعته روادع ردعه بردع ردعه ردعت ردعاً ردعه ردعه ردع يرتدع ردع,3,no vowel, رأيت به ردعاً من الطيب وردعاً من الحناء ومن الدم [[[وردعته]]] بالطيب ردعاً [[[فارتدع]]] به [[[وردعته]]] ترديعاً [فتردع] به وهو [[مردوع]] بالزعفران [ومردع] [ومرتدع] [ومتردع] [[[وردعته]]] عن كذا [[[فارتدع]]] وأصاب السهم الهدف [[[فارتدع]]] إذا انفضخ عوده [وردع] فلان فهو [[مردوع]] إذا وجع جسده كله وبه [رداع] قال قيس بن ذريح فواحزني وعاودني [رداعي]  وكان فراق لبني كالخداع وتقول من شكا [الرداع] شكر الصداع ومن المجاز [ردعته] [روادع] الشيب وطعنته فركب [[[[ردعه]]]] قال الأصمعي سال دمه فوقع عليه شبه الدم [بردع] الزعفران وهو أثره وقيل هو أن يجرّ لوجهه ورأسه يقال وقع في البئر فركب [[[[ردعه]]]] من [ردعت] السهم ردعاً إذا ضربت به الأرض حتى ثبت في رعظه لأنك إذا فعلت به ذلك نكشته على رأسه وهو نصله ومعناه ركب موضع [[[[ردعه]]]] ويقال ركب فلان [[[[ردعه]]]] إذا [[ردع]] فلم [يرتدع] أي فعل ما [ردع] عنه كما تقول ركب النهى إذا فعل ما نهي عنه
ردغ,6, الردغة لردغة والرداغ ردغة ردغ ارتدغ,3,no vowel, ارتطم في [الردغة] وا [لردغة] [والرداغ] وأعوذ بالله من [ردغة] الخبال ومكان [ردغ] وقد [ارتدغ] الرجل وقع فيه
ردف,31, رديفه وردفه ردفه وارتدفه وتردفه واستردفه يردفه ارتدفت رديفاً فارتدفناه رداف الرديف تردف ترادف الرديف وردافى رديف ردافى مترادفين ردفافى وردفته وردفت وتردفته وترادفوا مترادفون وروادف الروادف الردافة ردافى مترادفين الردافى الردافى ردف وردفتهم ردف الردفان,3,no vowel, هو [رديفه] [وردفه] وقد [ردفه] وأردفه [وارتدفه] [وتردفه] ركب خلفه [واستردفه] سأله أن [يردفه] فأردفه ويقال [ارتدفت] فلاناً جعلته رديفاً وأتينا فلاناً [فارتدفناه] أي أخذناه واركبناه وراءنا ووطأ له على [رداف] دابته وهو مقعد [[الرديف]] من قطاتها وهذه دابة لا [تردف] ولا [ترادف] لا تقبل [[الرديف]] وجاؤوا ركباناً [وردافى] جمع [رديف] وجاؤا [[ردافى]] [[مترادفين]] ركب بعضهم خلف بعض إذا لم يجدوا إبلاً يتفرقون عليها ورأيت الجراد [ردفافى] أي عظالى [وردفته] [وردفت] له [وتردفته] وأردفته تبعته قال إذا الجوزاء أردفت الثريا  ظننت بآل فاطمة الظنونا [وترادفوا] تتابعوا وبنو فلان [مترادفون] مترافدون ولهن أرداف [وروادف] وغابت أرداف النجوم وهي تواليها وأواخرها قال ذو الرمة وردت وأرداف النجوم كأنها  قناديل فيهن المصابيح تزهر وهو من [الروادف] وليس من الأرداف أي من الأتباع المؤخرين وليس من الوزراء وفيهم [الردافة] وجاؤا فرادى [ردافى] واحداً بعد واحد [مترادفين] وأين [[الردافى]] وهم حداة الظعن قال الراعي وخود من اللائي يسمعن بالضحى  قريض [الردافى] بالغناء المهود ومن المجاز هذا أمر ليس له [[ردف]] أي تبعة [وردفتهم] كتب السلطان بالعزل أي جاءت على أثرهم وكان نزل بهم أمر ثم [[ردف]] لهم أعظم منه ولا أفعل ذلك ما تعاقب [الردفان] أي الملوان
ردم,10, ردم ردم وردم وردمه رديم ومردوم ومردم وتردمه ردمه وتردمه ردم وتردّمه متردم,3,no vowel, [[[ردم]]] الثلمة سدّها ومنه [[[ردم]]] يأجوج [وردم] الثوب [وردمه] رقعه وثوب [رديم] [ومردوم] [ومردم] [[وتردمه]] رقعه لنفسه ونظرير [ردمه] [[وتردمه]] أثل المال وتأثله ومن المجاز [ردم] كلامه [وتردّمه] تتبعه حتى أصلحه وسدّ خلله قال عنترة هل غادر الشعراء من [متردم]
ردن,2, ردن الردن الردن الردن,3,no vowel, كن طيب الأردان وإن لم تلبس الأردان؛ جمع [ردن] وهو الخز وقيل الحرير قال عديّ بن زيد ولقد ألهو ببكر رسل  مسها ألين من مس [[[الردن]]] وتقول لا تلبس [[الردن]] ولا تلابس الدرن؛ وتقول العرب لغرس المولود هذا مدرع [الردن]
رده,3, رديهه؛ الردهة رداه,3,no vowel, أعذب من مويهه في رديهه؛ تصغير [الردهة] وهي القلت يجتمع فيه ماء السماء والجمع [رداه]
ردي,23, الردى رديَ ردٍ الردى تردي ردياناً وارتدى وتردّى والمردى والمرادي المراديا الردية ورديته ورديته وترادوا وتردّى وتردّى تردّى تردى؛ مردي مرادي بمراديها يرادي وتردّت وارتدت المردّى المردى,3,vowel, أقيك من [[الردى]] وقد رديَ الشيء فهو ردٍ وأرداه الدهر قال دريد تنادوا فقالوا أردت الخيل فارساً  فقلت أعبد الله ذلكم [الردى] وأقبلوا والخيل [تردي] بهم تعدو ردياناً [وارتدى] بالثوب [[[وتردّى]]] به وجاء وعليه الرداء [والمردى] وجاؤا وعليهم الأرتدية [والمرادي] قال عبد بني الحسحاس لعبن ببدكداك خصيب جنابه  وألقين عن أعطافهن [المراديا] وهو حسن [الردية] [[ورديته]] أنا [[ورديته]] بالحجارة [وترادوا] بها [[وتردّى]] في الهوة [[وتردّى]] من الجبل وتقول إن فلاناً [تردّى] لما تردى؛ أي للقضاء والتقدّم ومن المجاز فلان [مردي] حرب وهم [مرادي] حروب والخيل تضرب الأرض [بمراديها] وهو [يرادي] عن قومه يناضل عنهم وقنّعه رداءه أي سيفه قال وداهية جرّها جارم  جعلت رداءك فيها خماراً أي قنعت سيفك رءوس القوم يقال عمّمه بسيفه وخمّره بسيفه وفلان خفيف الرداء لا دين عليه ومنه قول العرب من أراد البقاء ولا بقاء فليباكر الغداء وليخفف الرداء وليقلّ عشيان النساء؛ وهو غمر الرداء وهو المعروف والعطاء ولبست المرأة رداءها أي وشاحها [وتردّت] [وارتدت] توشحت وهي هيفاء [المردّى] ضامر الموشح قال ابن مقبل ضمر [المردى] رداح في تأودها  مخطوفة منتهى الأحشاء عطبول وحلت الشمس على وجهه امغذ؛ أراد سماع الحديث والعلم لا سماع الغناء ومن المجاز يوم مرذ وأرذت العين بمائها وأرذ السقاء وسقاه مرذ مغذ وأرذت الشجة ونحن نرضى برذاذ نيلك ورشاش سيلك
رذل,10, رذل ومرذولوهو رذلك رذولة ورذالة ورذل ورذل رذلة رذال رذال رذال ورذالته رذل رذل رذل مرذل رذل,3,no vowel, رجل [[[[[رذل]]]]] [ومرذولوهو] الدون في منظره وحالاته وقد [رذلك] [رذولة] [ورذالة] [[ورذل]] [[ورذل]] وقوم أرذال وهو من أراذلهم وامرأة [رذلة] وهم [[[رذال]]] الناس وهي [[[رذال]]] الغنم وهذا من [[[رذال]]] المتاع والتمر [ورذالته] لخشارته ورديئه ورجل [[[[رذل]]]] الثياب وثوب [[[[رذل]]]] وسخ ودرهم [[[[رذل]]]] فسل وأرذل الصيرفي من دراهمي كذا درهماً وأرذل فلان من غنمي كذا شاة وأرذل من أصحابي كذا رجلاً لم يرضهم وردوا إلى أرذل العمر وهو الهرم والخرف وفلان [مرذل] صاحبه أو دابته [[[[رذل]]]]
رذم,3, رذوم رذم رذوم رذم يرذم,3,no vowel, جفنة وصحفة [[رذوم]] ملأى تصب من جوانبها وجفان وصحاف [[رذم]] وفي يده عظم [[رذوم]] يسيل مخاً وودكاً وقذ [[رذم]] [يرذم]
رذي,4, رذي رذاوة رذية رذايا رذايا,3,vowel, جمل ذيّ هالك هزالاً لا يطيق براحاً وقد [رذي] [رذاوة] وناقة [رذية] وإبل [[رذايا]] قال أبو دؤاد [رذايا] كالبلايا أو  كعيدان من القضب وهو ما قضب من أغصان الشجر للقسيّ والسهام قال رؤبة وفارج من قضب ما تقضبا
رزأ,11, رزأته مرزئة ورزأً رزأته الرزء مرزئة المرازيء مرازيء مرزأ مرزءون ورزيء رزء ورزيئة,3,vowel, ما [[رزأته]] شيئاً [[مرزئة]] ورزأً ما نقصته وما [[رزأته]] زيالا ما نلت من ماله شيئاً ولا أصبت منه خيراً وإن فلاناً لقليل [الرزء] من الطعام قلما ينال منه وفعل كذا من غير [[مرزئة]] من غير نقصان وضرر ووقعت في ماله [المرازيء] قال الأعشى كثير النوافل تنزى هل  [مرازيء] ليس بعدّادها وإنه لكريم [مرزأ] يصيب الناس من ماله ونفعه ونحن قوم [مرزءون] نصاب بالرزايا في خيارنا وأماثلنا [ورزيء] فلان بولده وأصابه [رزء] عظيم [ورزيئة] وأصابتهم أرزاء ورزايا
رزب,5, والمرزبة المرزبة المرازبة المرازبة؛ مرزبان,3,no vowel, ضربه بالإزبة [والمرزبة] وهي شبه عصيّة من حديد وقيل الميتدة قال الكسائي وربما خففوا الباء من [المرزبة] وتقول أعوذ بالله من [المرازبة] وما بأيديهم من [المرازبة]؛ جمع [مرزبان] وهو كبيرهم وأميرهم
رزح,13, رازح رزح وروازح ورزحى ورزاحي ومرازيح رزحت رزوحاً مرزح رزّحته رزحت رازحة وترازحت مترازحة,3,no vowel, بعير [رازح] ألقى نفسه من الإعياء وقيل هو الشديد الهزال وبه حراك وإبل [رزح] [وروازح] [ورزحى] [ورزاحي] [ومرازيح] وقد [[رزحت]] رزوحاً وبعير مطلح [مرزح] وقد [رزّحته] الأسفار ومن المجاز [رزحت] حاله وله حال [رازحة] [وترازحت] أحواله وتقول من كانت أمواله متنازحة كانت أحواله [مترازحة]
رزز,10, رزة رزة ورززت فارتز فارتز رزاً رزاً رز ورز ورز رزت ترز مرزز ورززته,3,no vowel," [[رزة]] [[رزة]] طعنه [ورززت] السكين في الحائط والسهم في القرطاس [[فارتز]] فيه ثبت ووقع السهم على الأرض [[فارتز]] ثم اهتز فإذا هو في ظهر يربوع ووجدت في بطني رزاً وهو طعن وقرقرة وفي الحديث "" من وجد رزاً في بطنه في الصلاة فلينصرف وليتوضأ "" وسمعت [رز] الأنيس صوتهم من بعيد [[ورز]] هدير الفحل [[ورز]] الرعد وقد [رزت] السماء [ترز] وبياض [مرزز] معالج بالأرز ومن المجاز وطأت أمرك عند فلان [ورززته] ثبته ومهدته"
رزق,12, رزقه واسترزق يرزقك مرزوق رزقاً رزقك ورزق وارتزق ورزقاتهم رزقة رازقية رازقي,3,no vowel, [رزقه] الله الغنى [واسترزق] الله [يرزقك] وهو [مرزوق] من كذا وأجري عليه رزقاً وكم [رزقك] في الشهر أي جرايتك [ورزق] الأمير الجند [وارتزق] الجند وأخذوا أرزاقهم [ورزقاتهم] وأخذت [رزقة] هذا العام وكساه [رازقية] وهي ثياب من كتان قال عوف بن الخرع كأن الظباء بها والنعا  ج جللن من [رازقي] شعارا
رزم,16, رزمة رزماً رزم ورزمت ترزيماً رزمت رزماً يرازم ترازم ورازمي رزمة رزمة رازم مرزم المرزم مرزم للمرزم رزمة رزمة ومرزمة رزمة فرازموا ترازمون,3,no vowel," عنده [[[[[[رزمة]]]]]] من الثياب وهي ما شد منها في ثوب واحد وجاؤا بالسياط رزماً وبالعصي حزماً وقال رافع بن هريم اليربوعيّ فينا بقيات من الخيل صرم  سبعة آلاف وأدراع [رزم] [ورزمت] ثيابي ترزيماً وحزمتها تحزيماً؛ وهي من [رزمت] الشيء إذا جمعته رزماً وفلان [يرازم] بين المطاعم يخالط بينها فيأكل خبزاً مع لحم وأقطاً مع تمر وقيل هو أن يناوب بينها فيتناول مرة لحماً ومرة لبناً ومرة حاراً ومرة بارداً والإبل [ترازم] بن الحمض والخلة تناوب بينهما وقال الراعي كلي الحمض بعد المقحمين [ورازمي]  إلى قابل ثم اعذري بعد قابل بعد الذين أقحمتهم السنة إلى الأمصار و"" لا أفعل ذلك ما أرزمت أم حائل "" ما حنت ولها [[[[[رزمة]]]]] شديدة وفي مثل "" [[[[[رزمة]]]]] ولا درة "" لمن يمنّى ولا يفعل وبعير [رازم] رازح شديد الإعياء وهبت أم [[مرزم]] وهي الشمال لأنها تأتي بنوء [المرزم] ومعه المطر والبرد قال صخر الغيّ كأني أراه بالحلاءة شاتياً  تقشّر أعلى أنفه أم [مرزم] وقال آخر أعددت [للمرزم] والذراعين  فرواً عكاظياً وأيّ خفّين ومن المجاز أرزم الرعد وأرزمت الريح وسمعت [[[رزمة]]] الرعد والريح وسماء [[[رزمة]]] [ومرزمة] وأتاك خير له رغاء وخير له [[[رزمة]]] أي خير كثير وقال جرير واللؤم قد خطم البعيث وأرزمت  أم الفرزدق عند شرّ حوار أراد بالحوار الفرزدق وفي الحيدث "" إذا أكلتم [فرازموا] "" أي ناوبوا بين الأكل والحمد كما [ترازمون] بين الطعامين كما جاء أكل وحمد خير من أكل وصمت"
رزن,6, رزين رزان ورزن رزن رزين رزانة رزين رزان رزينة,3,no vowel, دينار وزين [[[رزين]]] ودنانير [[رزان]] [ورزن] الشيء بيده ثقله ومن المجاز [رزن] فلان في مجلسه وهو [[رزين]] حليم وقور وفيه [رزانة] وزكانة وهو [[رزين]] الرأي وزينه وامرأة [رزان] ولا يقال [رزينة]
رسب,9, وراسب رسب رسوباً رسوب ومرسب مرسباً بالمرسب ورسبت راسب,3,no vowel, رأيتهم من بين طاف [وراسب] وقد [رسب] في الماء ذهب سفلاً رسوباً ومن المجاز سيف [رسوب] [ومرسب] يغيب في الضريبة وسمى خالد بن الوليد سيفاً له مرسباً وقال ضربت [بالمرسب] رأس البطريق بصارم ذي هبة فتيق؛ وهذا تسجيع ليس بشعر لاختلاف ضربيه اختلافاً خارجياً أحدهما مقطوع مذال والآخر مكبول وهما سلبطريق وفتيقي [ورسبت] عيناه غارتا وجبل [راسب] ثابت في الأرض راسخ
رسح,2, رسح رسحاً,3,no vowel, به [رسح] وزلل خفة عجز وذئب وسمع أرسح وأزل وامرأة رسحاء وقيل لأعرابية ما بالكن رسحاً فقالت أرسحتنا نار الزحفتين
